plate,road,speed
SU1550KC,R77,117.8
FU9396TH,R77,123.1
VD3039ZL,R77,117.1
SX9008SY,R77,110.6
NZ6368SR,R77,123.6
CF1865IH,R77,125.4
BT3696ZW,R77,128.0
ZP3674TD,R77,125.7
UB2325SX,R77,129.5
GN9647GJ,R77,120.1
HS1321KC,R77,125.4
AA4400FT,R77,123.2
KX7653GY,R77,114.0
UL2228OR,R77,125.6
IZ1107SP,R77,125.4
VN5230OZ,R77,117.7
UU4841CR,R77,123.5
GI5665UW,R77,126.4
MI1072QT,R77,135.5
MF6866BE,R77,121.4
BG7029AZ,R77,120.9
EZ8205KN,R77,120.7
SM7858EA,R77,119.7
OW6739XY,R77,122.1
XV9544HT,R77,125.4
CG8484XX,R77,124.3
JD9807ZN,R77,152.4
GW8901YC,R77,116.5
LH2865KN,R77,122.7
EB7951LC,R77,126.0
EF5820IV,R77,124.9
GQ8982PM,R77,106.9
NG8023PQ,R77,127.6
ZC8104EE,R77,135.6
KE4580TO,R77,129.2
JV7653YB,R77,116.0
TZ5058FO,R77,126.3
OZ8338QB,R77,110.8
LI3370KQ,R77,128.3
YA9930CN,R77,117.4
IJ9911IA,R77,126.4
FG7240WU,R77,118.4
RX6183OH,R77,116.6
FV9393KU,R77,125.8
YG2622IY,R77,122.9
QB9091RS,R77,123.4
JK7778AW,R77,117.9
KE3363RJ,R77,121.0
FG6943RI,R77,105.3
VJ1602DB,R77,120.3
YC1313CY,R77,137.3
NC8977CH,R77,128.0
TK5950UM,R77,115.0
XE1412IA,R77,111.8
EW4511XP,R77,133.7
WB5716IP,R77,125.0
IV3094OT,R77,115.2
JB7052QX,R77,114.4
JE7690DJ,R77,121.8
BJ7391PV,R77,113.7
OR4681RZ,R77,120.2
YR3579JG,R77,123.8
GT6243QY,R77,125.1
VI3523WU,R77,121.4
FR4945KB,R77,126.1
XB1476VC,R77,104.3
XT7323HN,R77,121.4
TJ3394ZZ,R77,121.5
CN4517CR,R77,121.2
DF5131AT,R77,120.3
GR9870XK,R77,128.1
FM7933RD,R77,116.9
NK5608LC,R77,126.2
SW9221RN,R77,126.7
AB8439VT,R77,134.7
LS4014HX,R77,129.0
TT5808YQ,R77,102.6
OK2296KJ,R77,123.4
BW6164YT,R77,122.9
YN6032BZ,R77,126.9
MC6128NI,R77,132.1
ER4508VH,R77,135.2
BN1749CR,R77,122.7
GU2310CF,R77,127.0
DI8789ZQ,R77,130.0
OK3462DY,R77,127.3
UT4651KX,R77,108.2
MF8377WB,R77,126.8
CV1256NH,R77,128.2
SO4144TE,R77,120.3
QT9895XK,R77,113.1
KB8929FG,R77,115.8
LC9357UO,R77,129.8
ZD9091IW,R77,118.6
TF3657PY,R77,125.6
NL3793OI,R77,118.0
PB9040PE,R77,125.6
IA9819GU,R77,128.8
QG5621OZ,R77,119.4
BK2426WQ,R77,117.3
XC3233JG,R77,129.9
BH5860RY,R77,121.5
DB1435ZL,R77,123.8
SX8259VH,R77,117.8
DJ9041JS,R77,118.3
IC2293SW,R77,130.3
AR3852CW,R77,117.3
JA8705OJ,R77,133.6
FR6240XO,R77,131.6
FN3725OZ,R77,128.3
TW5070HA,R77,124.1
VY5136WE,R77,128.7
HD4044PL,R77,101.1
SR3857XY,R77,123.3
OW3109TW,R77,118.3
WM4764CV,R77,129.9
SC3835BE,R77,117.3
EM7296CQ,R77,122.4
YQ8302PF,R77,118.4
TX7422EY,R77,105.4
HM5823RE,R77,124.3
VE3924KD,R77,123.3
ED8391HO,R77,110.2
OK7334UN,R77,125.4
UE7160TA,R77,122.4
IL7914RQ,R77,127.1
JM5139WC,R77,121.0
YI9108MF,R77,129.8
CX2513XJ,R77,123.1
LF2986ID,R77,126.6
KN4688WC,R77,118.9
DB1971RN,R77,111.4
AP8517SK,R77,118.8
RG6006RP,R77,128.9
PM7960HE,R77,118.6
QN9480HC,R77,124.0
BA3676HG,R77,126.4
TF6808MF,R77,126.5
VU2101WE,R77,125.0
EM8791SZ,R77,120.8
IF3334NU,R77,127.3
UG6240EZ,R77,126.1
UI3714TA,R77,124.0
AH7314CA,R77,129.6
AG6249IV,R77,124.6
UQ4270HX,R77,122.2
BY9992UH,R77,132.2
SZ3085VR,R77,101.0
ZR5054GO,R77,111.1
VP8200RH,R77,129.6
TC2590CO,R77,123.1
YC1459MZ,R77,105.6
XM6092XK,R77,117.0
VP3260TX,R77,129.8
NM9253HF,R77,132.9
SJ8353GT,R77,128.3
JZ3953QI,R77,116.4
KS6157GM,R77,125.6
YT3909HJ,R77,131.3
BR3564GV,R77,119.2
SB6989QE,R77,116.4
WH4742DS,R77,125.5
ZO3224IN,R77,123.0
QO6447CJ,R77,123.1
SO8702PV,R77,116.3
VE5170HU,R77,124.6
FZ3006ME,R77,108.3
NE7908OV,R77,118.6
BS8373TY,R77,124.5
WW4288AV,R77,127.9
GH7364MJ,R77,114.7
BO6971ED,R77,122.7
QH8586MU,R77,123.6
RN5634NX,R77,123.6
BZ7514HN,R77,129.1
EK3016CB,R77,108.9
II9548KP,R77,114.2
OR2516QY,R77,126.3
BJ4048OF,R77,135.1
HE2967HA,R77,120.3
QT3556DX,R77,126.7
JU4289SJ,R77,122.7
KG9442FF,R77,118.4
ZJ2220HX,R77,123.7
GE3566KV,R77,118.1
OT3835HI,R77,120.1
JC3017JH,R77,128.3
UH2318MW,R77,122.3
XS5869DL,R77,114.9
BH5461WM,R77,121.6
UU7137BD,R77,127.5
ND7155DE,R77,113.8
CS4489GH,R77,121.5
XB9507AD,R77,122.9
NT7469JL,R77,133.1
AQ4723GE,R77,111.4
UK4385DQ,R77,125.7
OR7311HS,R77,127.3
QU7593BZ,R77,108.3
TA5136YD,R77,120.4
CC9492IX,R77,126.7
JH6905UE,R77,124.6
UC3837WD,R77,128.1
WK5474CW,R77,125.4
QF3694HA,R77,118.6
CS3455JM,R77,127.5
AU4820IX,R77,110.5
GM5309SP,R77,129.7
HB9314EZ,R77,125.3
ZN8733NL,R77,126.7
YW4801OK,R77,116.6
UQ2736TK,R77,123.7
AH2940YG,R77,117.1
ND2185EY,R77,109.6
ZO1245YD,R77,123.7
ZD7583XX,R77,123.3
XT9008ZG,R77,117.8
WH8696OL,R77,113.5
BW1556QU,R77,117.3
TF7951IT,R77,128.2
OY5661RR,R77,128.4
BH2976QG,R77,121.9
JO8431BK,R77,122.6
OZ5025ER,R77,121.5
YA3199BR,R77,120.6
EG5898WH,R77,118.7
IB4396BC,R77,120.0
PS8863CC,R77,115.3
HT4774SY,R77,121.6
VL8803SE,R77,127.9
WS1555PD,R77,116.8
GS3875ZC,R77,110.9
HM6769CV,R77,119.6
RI4480DQ,R77,121.0
PV9748YU,R77,121.0
DK2132QT,R77,121.3
WD7834BB,R77,132.3
WP2144CG,R77,122.6
WN8167SG,R77,136.0
KB9687RP,R77,111.3
KQ4319JB,R77,126.7
MM8541XN,R77,124.4
QR5145ZQ,R77,127.5
RP9326LU,R77,127.4
DC3584ZA,R77,120.2
IN4041DF,R77,124.4
YM8367ER,R77,115.9
NS8550EG,R77,114.1
LU8168TX,R77,121.9
KB7409RC,R77,113.4
GW7447AF,R77,127.2
LG4376ST,R77,127.2
XZ1245SZ,R77,112.0
MD3122TC,R77,116.9
JX7579XH,R77,129.6
WE6325CY,R77,123.2
TC1334VY,R77,117.3
EB2978BX,R77,125.2
SA6569MT,R77,113.7
VQ1632WX,R77,124.2
EE8664LL,R77,128.5
OJ1582WV,R77,127.7
WS5645TJ,R77,136.1
EU4988OJ,R77,116.7
TI7453NE,R77,129.1
KC1647IU,R77,129.3
JE7821YN,R77,122.2
LI9365OV,R77,123.9
JM4732FP,R77,129.0
PM4571VI,R77,117.2
VM4317OZ,R77,120.7
KP3159YJ,R77,123.7
ZF9282KX,R77,108.8
KU9320UE,R77,129.1
HD9750BD,R77,128.3
YR5451XX,R77,123.9
SU3753ZG,R77,128.7
FT8534MY,R77,122.1
NB8010XS,R77,107.0
XK8933KW,R77,122.7
SN7831QP,R77,126.8
XC2421TS,R77,113.0
YU5297PC,R77,119.9
UP5315IH,R77,120.4
MH3151TF,R77,114.6
OT5904EE,R77,123.6
UL3259HC,R77,120.1
EK4170HY,R77,112.0
SV7134ZO,R77,118.9
ON4409LA,R77,127.6
BS7390BY,R77,125.4
YL9816KY,R77,122.7
DF7502EK,R77,112.9
PN9723ZN,R77,121.9
CX6513KH,R77,128.3
OK4415IQ,R77,127.3
II4387BY,R77,118.7
IP3641CQ,R77,126.6
FE7459NA,R77,126.2
UU8773NF,R77,114.9
VH2660SJ,R77,119.7
QT8907DD,R77,112.4
EY4008MC,R77,123.4
CO2047JP,R77,128.6
IP4054TA,R77,120.8
AD7661GB,R77,126.7
ML5291TN,R77,120.3
SS5453IE,R77,106.0
LM8112BU,R77,129.0
CW9374SM,R77,127.4
KI1059RH,R77,128.1
BD4192AU,R77,115.9
ZJ7723DO,R77,121.1
TO2105UL,R77,125.8
JP4895FB,R77,114.5
CU7806WN,R77,103.4
RH8176JA,R77,123.1
XG6480DN,R77,123.2
GS6361HU,R77,124.9
QU1531NU,R77,106.2
CT2213VO,R77,129.0
WY7419SX,R77,121.2
GT5163VE,R77,127.1
TG3005CT,R77,118.1
TN2511AP,R77,120.5
MT5197HD,R77,123.8
TB8952VM,R77,112.7
IP8998NZ,R77,128.9
LL6420ZC,R77,122.7
EJ8109VS,R77,125.8
MR1712DZ,R77,125.3
EI7598GM,R77,107.9
IW9363YI,R77,123.0
GW3375BJ,R77,122.8
GY7510XU,R77,119.8
BT2813YF,R77,114.3
VY7597FE,R77,116.7
SX7814IZ,R77,126.9
PR1426IV,R77,127.6
HV2947WN,R77,104.7
FO1128UW,R77,113.5
OR6194XR,R77,130.0
IV3834RD,R77,133.0
GZ8513YK,R77,127.5
BD3728DL,R77,117.8
FE1793MY,R77,128.8
QZ1271PC,R77,122.6
DH5375JB,R77,122.2
EO2062ZC,R77,131.5
RD3858ST,R77,121.4
GC8263TT,R77,126.2
SP3109VR,R77,128.1
ZZ9212HJ,R77,118.2
IL3221EZ,R77,112.3
SL6225HU,R77,128.4
XW7188MP,R77,126.7
ES2100MF,R77,117.5
HF8351EY,R77,124.2
FH3641MH,R77,119.9
GM9223SW,R77,117.9
UL6266XP,R77,120.2
WC4371PD,R77,133.5
MZ7274CJ,R77,120.9
MB8689GV,R77,119.9
XY5815KF,R77,113.9
LO8175AS,R77,127.4
CW1248AP,R77,125.3
JA4806MN,R77,115.1
DK4051EV,R77,114.5
PX6980EM,R77,110.5
HG9439GW,R77,99.0
NR1287ES,R77,123.4
IP1782PL,R77,129.8
LQ9946NW,R77,128.7
NE2286KR,R77,114.4
WK4858VD,R77,113.6
QX4228FD,R77,128.4
HU2665ER,R77,125.5
ZS9062QT,R77,132.5
ZU3976AU,R77,124.8
HL8618HO,R77,123.2
WJ9701ZD,R77,125.7
YE2856FM,R77,123.2
KZ6986EN,R77,121.2
UA5606ZP,R77,122.2
MP6945BD,R77,126.5
ZI2541WG,R77,127.7
GI5888HQ,R77,122.5
TM7899WL,R77,120.7
NN9332VS,R77,121.6
HZ9474KV,R77,113.7
QV3921UO,R77,128.7
GB6838ON,R77,122.5
XG2081WS,R77,139.9
UV5031DU,R77,119.6
SV8549BL,R77,117.1
KU8642TN,R77,116.5
ZD8817FO,R77,131.5
UE3365GC,R77,121.2
WL9227JN,R77,129.9
IG1819XE,R77,116.6
AC9089GK,R77,119.9
HI8951FR,R77,120.5
PS6142BX,R77,127.1
OS7588KE,R77,128.1
MD4108TZ,R77,124.1
UG7764TO,R77,123.8
LD8421ET,R77,127.8
JW1063JD,R77,118.3
VA8934AB,R77,127.2
NL2684TH,R77,112.5
EB9765VY,R77,120.7
TG4880SO,R77,112.6
YP5818LA,R77,127.4
XV6398VG,R77,112.8
YO6442PX,R77,113.5
BN6894CO,R77,106.2
VE5640FG,R77,124.6
XQ2986ZS,R77,123.7
BP5617HB,R77,112.1
AB3389IE,R77,115.7
PM1904VT,R77,117.1
WW4787FO,R77,126.3
BW1618LE,R77,123.3
VJ2099QJ,R77,125.4
VV7642ME,R77,138.9
GK2066WE,R77,126.8
SP4017KV,R77,119.6
RO6889BW,R77,113.2
MK5761BM,R77,121.3
ZZ9536EB,R77,111.3
EW9984EE,R77,120.9
DZ4116PO,R77,121.4
SM8531TE,R77,122.0
UO3477CC,R77,126.5
IC9583QP,R77,128.8
NH8751BR,R77,110.5
MT9181EE,R77,102.1
SB3993AY,R77,123.5
AW6264VF,R77,120.3
ZR8765DH,R77,126.5
GI1258OU,R77,120.5
QE2906FB,R77,127.1
EI2151NO,R77,129.9
EF5281HQ,R77,164.3
UE5887VT,R77,119.4
JW5339HR,R77,128.7
QY2383HW,R77,123.7
IE2248WJ,R77,122.9
ZI3617QY,R77,121.5
SK8030EK,R77,129.9
AX7501DO,R77,122.0
IH8017RL,R77,123.0
MP7931CA,R77,124.5
QC2183UT,R77,126.6
KQ9026QS,R77,122.8
VX2634FP,R77,119.1
PD4035EG,R77,123.1
VQ3288PZ,R77,113.7
TX5332OM,R77,129.4
DD8046YW,R77,124.2
UC5636TE,R77,123.4
WM2043NH,R77,116.0
JX5221PS,R77,122.3
ER3313LX,R77,122.3
EV6696IA,R77,128.8
EX7106UU,R77,117.3
YI2579RN,R77,123.7
BT9451MD,R77,124.0
VV5372FM,R77,127.5
UF3232GJ,R77,125.1
WG9333DW,R77,133.6
OU5462AG,R77,106.6
GS8589RO,R77,123.0
SO5834XG,R77,126.4
MZ2131IV,R77,127.5
IK8112HD,R77,131.0
WI1511VT,R77,125.8
CY2152GY,R77,121.9
SC4304EQ,R77,119.6
SS4162TO,R77,122.2
IA4385XH,R77,139.3
HD2124WZ,R77,124.1
JI9215AO,R77,133.2
GR9491DB,R77,121.8
SM7984LI,R77,128.6
PC6732PQ,R77,109.6
BW9478RO,R77,118.5
WD4245MB,R77,123.1
WH8050DQ,R77,118.9
WX1319YQ,R77,128.7
YG6810PY,R77,127.6
YY9230CS,R77,117.6
HK9808DG,R77,125.1
EX2370YN,R77,127.9
CZ1915NJ,R77,116.8
LF5048VY,R77,129.6
XC4909YT,R77,119.1
WV2308OR,R77,124.8
HT3233XY,R77,122.0
CG6515XP,R77,127.1
AL9102MX,R77,111.4
XE8170IW,R77,128.5
QL5636UR,R77,121.1
SO7829VC,R77,128.6
LX4957KE,R77,126.0
SU2412KX,R77,125.1
QK5085CB,R77,104.6
SQ2340MR,R77,121.3
PI2003OZ,R77,123.3
VV3592MF,R77,121.3
AP8812BD,R77,128.5
MK4838QX,R77,125.6
NP3114DW,R77,122.1
PK7791DO,R77,120.2
BS1635HJ,R77,129.5
ZA3759HG,R77,128.5
EZ3089SZ,R77,127.6
YJ9242WQ,R77,125.3
GP9846WG,R77,129.0
RZ5539DO,R77,129.3
BK7095GK,R77,109.5
QG1217TC,R77,123.3
KM5241WW,R77,128.2
VR5396LJ,R77,127.4
PG5008YJ,R77,125.3
ZA1776AN,R77,127.6
SU7499WU,R77,112.0
JC6285SO,R77,112.7
JX6087OJ,R77,119.6
RZ5766HA,R77,117.5
DU9857OQ,R77,122.9
QO4073JL,R77,125.9
WR1556HP,R77,108.4
VR1417ZM,R77,106.0
KD4532HF,R77,125.7
FQ3416HF,R77,124.8
VX5567EV,R77,114.7
KU9117ON,R77,124.8
BU1730UJ,R77,127.7
QR6001VS,R77,125.5
KU6496AJ,R77,110.3
ZS1489KF,R77,124.0
OQ6002LU,R77,131.4
SB5124JI,R77,135.3
SP9490GK,R77,126.9
VD6525OM,R77,124.8
ZH8097VG,R77,122.5
KS6275FN,R77,110.6
HB7307TM,R77,114.4
NL8415FX,R77,127.2
GP1764CQ,R77,128.0
ZX7212QG,R77,127.9
YL1392GP,R77,125.0
QQ6443RA,R77,118.9
JV6754BM,R77,119.0
LJ4559MW,R77,109.6
SN2789CB,R77,107.5
DB9267LC,R77,127.8
LN5491XJ,R77,115.6
VS7864IF,R77,124.8
MG7630AH,R77,124.2
OV8607TV,R77,128.4
MG9056JJ,R77,125.3
HK5412VC,R77,109.4
WT4239TT,R77,127.3
XZ6473XA,R77,122.9
MS6500QI,R77,127.6
BD9062SX,R77,126.2
UK8186DX,R77,118.3
NY5596LX,R77,131.7
JH4570NG,R77,127.7
BL7677IV,R77,127.0
ZJ7561GF,R77,125.0
YF3341JM,R77,119.2
WM5313FV,R77,123.8
IU9830JQ,R77,133.0
NX3689VZ,R77,118.5
PY9244PB,R77,115.2
CE8308EA,R77,121.5
SB5674KP,R77,120.8
OW5774VJ,R77,116.0
XE8308FW,R77,124.1
KI8628HR,R77,129.4
MI2198DH,R77,115.8
ZO2483RK,R77,127.6
AT7587RH,R77,118.6
YD5546OZ,R77,124.6
XR8010BY,R77,106.6
LL7606LI,R77,124.1
ZC7882AP,R77,122.4
FA7869WC,R77,114.6
FF1140EP,R77,118.2
OI7857AQ,R77,129.3
BT8763VO,R77,125.1
RC6938PJ,R77,124.2
NC9133RE,R77,121.3
ZP6068LS,R77,132.1
LF7272GB,R77,127.8
CK3867FN,R77,120.2
HP7549MB,R77,120.6
LN6121BX,R77,134.6
XJ6562BF,R77,123.4
IL6440AF,R77,120.3
CM9217FZ,R77,126.3
RD6661KE,R77,128.4
QS3016DL,R77,116.5
SP4744WO,R77,129.8
HC7034DN,R77,115.6
RV2041LZ,R77,125.4
NK1878WJ,R77,129.0
JV8485XE,R77,124.2
ZV6269EQ,R77,116.5
JP4199BN,R77,118.4
VH4048PO,R77,129.7
YL8285TF,R77,128.2
RO2170QI,R77,128.8
NQ3833OX,R77,122.5
FR3965OI,R77,129.3
HB1332JU,R77,122.2
IX6134QY,R77,125.6
HV9164VG,R77,114.4
BK8714UC,R77,120.2
IH8490VU,R77,129.5
YK3104CN,R77,129.2
YS4907RU,R77,120.7
PX5652SN,R77,126.1
AD8502ET,R77,118.4
DF2724LX,R77,122.5
XH7701QW,R77,104.8
KN2409XA,R77,129.6
LK2794YJ,R77,127.7
LW4581HW,R77,127.8
DG8145QO,R77,116.3
EC6339HJ,R77,122.3
UC6883RU,R77,123.2
EJ7694PE,R77,115.3
DG7819TB,R77,113.3
LN1156SO,R77,114.4
TV1479QY,R77,120.3
MQ6827PH,R77,127.7
FS1054BZ,R77,127.2
GG3714GU,R77,120.7
MP1770VV,R77,127.2
TS9494AK,R77,113.4
PZ2559WY,R77,121.0
FP5086VU,R77,134.6
KO3672WI,R77,123.0
FB6784IC,R77,125.0
HQ2533RY,R77,129.1
AL4117HL,R77,121.5
CC4054MI,R77,123.8
LO5611NJ,R77,124.4
RP6947GS,R77,125.1
BG2147AR,R77,123.6
HE9268VK,R77,106.8
NA5922NE,R77,129.3
XH9410SD,R77,127.1
NS7930LA,R77,122.6
XA7893AM,R77,129.3
QB5764CX,R77,119.1
EO1888OH,R77,123.7
SD4190GN,R77,137.2
KK3974PD,R77,118.0
EK8353OD,R77,123.2
JF4458NB,R77,116.1
DN8190FO,R77,129.6
KS4024GX,R77,130.0
WV9613SN,R77,129.2
KF4813SQ,R77,110.1
XL9894LT,R77,130.3
BF6111JW,R77,126.9
AQ2293GF,R77,122.1
HQ3360TL,R77,128.0
TX1010ER,R77,127.3
EO5285QB,R77,124.2
JF8031SV,R77,135.0
AO3142TP,R77,128.8
KR9854LV,R77,119.6
FH1205LO,R77,121.9
ZA2457OZ,R77,130.1
OA4058MA,R77,126.2
BJ7218YN,R77,120.2
OP7630WH,R77,117.9
ID8304YT,R77,124.5
NA6036AX,R77,115.4
WX6569SU,R77,128.4
LR3756OG,R77,124.9
UL2926TD,R77,116.4
OG4929GU,R77,128.8
AH8600PE,R77,116.0
OU2944YU,R77,113.9
GA4072LU,R77,119.6
PP7095TL,R77,128.3
LI1270JL,R77,122.5
GE4133TK,R77,123.0
RO1784HP,R77,121.2
QS1195ID,R77,117.3
VE3801NW,R77,119.8
JF3204CK,R77,128.2
FW4950PJ,R77,111.7
PF7531VC,R77,124.0
FO9020UN,R77,124.7
HN6219KR,R77,125.5
PC3383KG,R77,121.4
BY1924OD,R77,131.0
IM4638GD,R77,119.5
KJ3806GT,R77,123.4
OT1772MG,R77,131.7
BQ5024AF,R77,113.7
UW1770CX,R77,126.1
VG8203ZO,R77,121.4
HA3631VB,R77,120.2
SJ2104BX,R77,127.6
MN6393IU,R77,125.7
WU3875UT,R77,125.7
CE5906FU,R77,119.7
MU3904YS,R77,127.2
SN1539TK,R77,114.3
DS8551YY,R77,127.1
UI4874EC,R77,124.6
EO1014RX,R77,132.8
ZB9709FA,R77,114.3
ZQ7863EY,R77,121.0
VR9024XA,R77,125.8
ZY7081HF,R77,126.1
ND4038MC,R77,123.7
VH3977FM,R77,117.1
JZ3435PE,R77,95.4
WH7988EJ,R77,115.9
XY2584TS,R77,125.9
QZ3921GK,R77,129.2
ES4688YX,R77,125.9
SW6173WZ,R77,124.6
SW5854MI,R77,123.9
XG9285CL,R77,121.3
QG2061OX,R77,128.2
WI5267CM,R77,124.8
VK5021CM,R77,127.6
KO5609JY,R77,124.0
ZF6594YM,R77,105.9
QZ2408SD,R77,118.9
CS4882YJ,R77,117.1
RH8706CH,R77,125.1
HM7449TP,R77,120.9
NX8838TI,R77,118.1
JC7535HY,R77,115.0
KW9033OD,R77,113.0
BY7039DH,R77,124.2
KM5620UW,R77,121.2
DQ3749OZ,R77,121.4
OO5443NP,R77,126.6
NE6657XS,R77,114.1
LP5180HQ,R77,119.0
BL1411HS,R77,109.9
WE7501PV,R77,126.2
IH3979VD,R77,118.2
FG3346VO,R77,125.8
YX7075LU,R77,129.6
WK8113DS,R77,116.0
WW2653OA,R77,122.9
LF6884RI,R77,128.4
IV2427AG,R77,119.6
XE5718PZ,R77,121.3
ZL6401CN,R77,104.1
MH2120TT,R77,127.0
DP3609RH,R77,130.7
TU6061CK,R77,130.4
WC5004HY,R77,115.0
OM7593HO,R77,126.0
EA7265WJ,R77,100.0
FT5050EH,R77,120.0
WW8634II,R77,129.4
TD6400HC,R77,128.9
LO2662NA,R77,127.8
LG1842KQ,R77,123.4
UQ3531XC,R77,118.7
PO3822FI,R77,125.6
JP9272PI,R77,127.5
LS8092DH,R77,128.2
WT5984BQ,R77,112.8
SX8734TT,R77,124.0
WN4494UE,R77,125.0
LQ8241WN,R77,121.1
FD9795KF,R77,126.0
XU6940XE,R77,114.3
HH3797JE,R77,124.6
OW2653YX,R77,129.1
WU3355KS,R77,123.0
XN3075DS,R77,120.1
MN6232KH,R77,111.7
MY5005XM,R77,122.1
KQ7704SJ,R77,121.1
MS5154YS,R77,119.3
DQ8576GN,R77,107.3
IK2171CI,R77,128.5
RS6575YH,R77,129.4
RJ4109OT,R77,119.8
TB9366TB,R77,145.5
PP8049VS,R77,114.1
UB1731GK,R77,126.8
DI5878OA,R77,122.7
PU9336VS,R77,120.5
ZV6427NR,R77,117.9
ZW9830GD,R77,122.1
GK9345UR,R77,109.2
NB2384ZJ,R77,126.7
BR6470NX,R77,115.4
BO4593VV,R77,117.1
JT6540WK,R77,129.7
EK4673MA,R77,114.1
UG7283CE,R77,129.6
US8550LR,R77,114.6
FH3572ED,R77,129.3
KC1038IA,R77,113.5
BE8329NS,R77,130.0
CP6517GW,R77,110.0
BC9401HK,R77,123.7
LE6704AR,R77,122.0
RW7050IB,R77,114.9
UJ2020OD,R77,124.2
UN4072AU,R77,126.5
MX4582ZX,R77,125.6
CA9383LM,R77,124.5
DQ9744XN,R77,129.0
XB3809CC,R77,129.3
NB7987PU,R77,126.6
UP3122TV,R77,115.8
OZ7822GR,R77,118.4
ES6265JC,R77,114.6
PN3619GD,R77,122.4
HH1865NU,R77,134.0
HK2835AO,R77,113.7
CZ5101QC,R77,128.4
JC7475MX,R77,126.4
QI5551JQ,R77,116.8
EI2068RP,R77,126.2
MA6553EI,R77,116.4
EY9243SR,R77,127.6
PC1447OE,R77,128.6
XL5056EF,R77,128.7
BG7652BW,R77,120.0
FU8571SF,R77,126.6
BY7346TI,R77,124.8
WT7947KX,R77,129.8
DE9675DC,R77,124.4
WA4957LW,R77,128.8
PL5562DG,R77,125.3
BW6018MV,R77,128.6
WZ9345UY,R77,112.5
PK1174DB,R77,127.8
HN5829VD,R77,124.5
FP1236SI,R77,122.0
NS3828IH,R77,127.1
FU4980ZW,R77,118.6
LY9566HA,R77,111.9
WM3983JC,R77,119.4
PH5273ZG,R77,104.4
SQ7283QV,R77,119.7
UN6228FM,R77,125.3
GT3944VA,R77,129.6
MR4257WT,R77,122.7
ZV6478AV,R77,128.6
ZO3969LS,R77,116.1
YS2671HM,R77,121.9
WM8783LI,R77,124.7
FU9179PT,R77,118.2
KA5572JU,R77,124.8
EK2020QO,R77,127.5
TZ9215ED,R77,126.5
PF1842DC,R77,120.7
FC2379PJ,R77,123.7
KN9960YY,R77,134.6
SI2789DG,R77,116.4
JE3396NV,R77,117.5
EW9930ID,R77,126.8
SS7578OV,R77,128.7
PW4854NY,R77,121.1
CC3682DX,R77,121.9
QW6149GF,R77,126.4
BF5790KK,R77,123.0
SY8707XL,R77,123.9
SP2249NN,R77,124.6
AE6580WE,R77,129.1
DB8348NX,R77,125.4
HH7795FH,R77,127.3
MI7100QX,R77,128.3
TG4997BQ,R77,119.5
CR7005HV,R77,122.1
AR8509BN,R77,116.0
ME1971PH,R77,113.7
PS2879OH,R77,127.8
IJ2881QJ,R77,125.6
LA2770ZZ,R77,133.8
LK7577GZ,R77,121.9
VE1505RC,R77,122.0
KV8260KQ,R77,114.4
KY8733GH,R77,127.4
WM2337UQ,R77,116.5
DN3583XD,R77,120.2
SS6236YK,R77,128.0
QP2580JW,R77,128.4
KV6702HL,R77,119.5
IE8031SV,R77,130.4
YK6325SX,R77,125.1
PG3332MO,R77,108.6
PS5887HL,R77,129.2
SV2549RQ,R77,125.6
RA6720ZD,R77,117.1
SL3492XS,R77,119.6
ZL3231TY,R77,120.9
ZJ7185BB,R77,115.7
EG2848ZR,R77,117.9
AD4733OD,R77,128.7
VY8027LN,R77,115.0
OP2962AA,R77,107.0
OC1595GI,R77,122.2
GP2123WX,R77,128.1
HW3326XR,R77,123.4
LU8071XP,R77,121.4
WA5806BR,R77,114.1
ZX2626VK,R77,128.1
AH1548TL,R77,106.4
YS2453MG,R77,129.7
DV9607GJ,R77,127.0
PF8178GS,R77,112.5
UP1182FN,R77,124.8
SG6571QQ,R77,125.3
EY2670FV,R77,125.4
SK7727EI,R77,127.5
RX8418SD,R77,116.1
ZX7402OE,R77,104.4
HF3350KT,R77,128.6
DA9610ZV,R77,117.2
BO2068KJ,R77,116.3
EF3190FK,R77,116.1
EK4349ZC,R77,124.7
FL2762XI,R77,125.0
MZ6992BM,R77,117.0
VY5102FL,R77,120.3
QW3181MG,R77,124.5
UT8593NA,R77,122.8
LZ4040PP,R77,123.8
ZX9605TS,R77,125.8
MQ4144ND,R77,123.3
QZ6162FV,R77,127.6
HY9594VF,R77,128.1
KU1000YU,R77,120.6
JM3780JV,R77,123.8
KT7403NI,R77,123.9
AO7662QO,R77,127.4
RD3137BH,R77,116.0
SY5242PY,R77,126.0
LL8739UL,R77,119.4
LG7111BD,R77,129.7
EW4276SP,R77,128.0
NA2304AC,R77,120.8
OR6758GS,R77,116.0
LP9760SV,R77,125.1
XP8870DE,R77,124.8
QF7776XO,R77,122.7
YG7264DV,R77,126.0
FO3774BE,R77,124.5
EF9751TT,R77,125.8
QE4639WN,R77,124.2
DR1381RX,R77,115.7
XI5983GU,R77,116.1
DA9146IX,R77,124.4
VO7702TE,R77,120.8
HO6296NX,R77,125.2
OV3329WF,R77,125.5
OC6155OJ,R77,129.3
RA7831QL,R77,127.7
HD1706LP,R77,124.1
BD7629KX,R77,120.8
DQ9856FW,R77,120.8
ZD4613YN,R77,120.7
CN7840HZ,R77,121.4
YP7278VQ,R77,113.0
